latitude_dd,longitude_dd,vdatum,member_name,site_id,site_no,description,networks,state,county,waterbody,horizontal_datum,priority,zone,horizontal_collection_method,perm_housing_installed,peak_summary_id,member_id,peak_date,is_peak_estimated,is_peak_time_estimated,peak_stage,is_peak_stage_estimated,peak_discharge,is_peak_discharge_estimated,vdatum_id,height_above_gnd,is_hag_estimated,time_zone,aep,aep_lowci,aep_upperci,aep_range,calc_notes,last_updated,last_updated_by,member,data_file,hwms,vertical_datums,Links
29.55122,-95.09311,NAVD88,Kristine Blickenstaff,21522,TXHAR21522,Johnson Space Center,,TX,Harris County,Clear Creek,,,,,No,5789,,9/2/2017 5:00:00 PM,1,1,12.67,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.50378,-95.19426,NAVD88,Kristine Blickenstaff,21526,TXGAL21526,Chigger Creek at Co Rd 528,,TX,Galveston County,Chigger Creek,,,,,No,5790,,9/11/2017 5:00:00 PM,1,1,23.09,1,,0,,2.5,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.62675,-96.13492,NAVD88,Jeremy McDowell,22029,TXAUS22029,"Located in vicinity of 4079-4585 W FM 1093 R., Sealy, TX. Located 4.1 miles southwest of intersection of W FM 1093 Rd. and Hwy 36 S on 1093 in Sealy, TX.",,TX,Austin County,San Bernard River,,,,,No,5792,,8/29/2017 5:00:00 PM,1,1,141.08,1,,0,,2.3,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.50243,-95.14176,NAVD88,Kristine Blickenstaff,21527,TXGAL21527,Clear Creek at Clear Springs High School,,TX,Galveston County,Clear Creek,,,,,No,5796,,9/2/2017 5:00:00 PM,1,1,17.32,1,,0,,2.05,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.50792,-95.10515,NAVD88,Kristine Blickenstaff,21528,TXGAL21528,Clear Creek at Devereux Dr.,,TX,Galveston County,Clear Creek,,,,,No,5797,,9/2/2017 5:00:00 PM,1,1,14.26,1,,0,,1.5,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.50825,-95.13275,NAVD88,Kristine Blickenstaff,21530,TXHAR21530,Clear Creek at Challenger Seven Memorial Park,,TX,Harris County,Clear Creek,,,,,No,5799,,9/2/2017 5:00:00 PM,1,1,17.76,1,,0,,3.5,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.50019,-95.15905,NAVD88,Kristine Blickenstaff,21534,TXHAR21534,Clear Creek at Bay Area Blvd,,TX,Harris County,Clear Creek,,,,,No,5802,,9/2/2017 5:00:00 PM,1,1,19.08,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.51914,-95.20679,NAVD88,Kristine Blickenstaff,21535,TXGAL21535,Cowart Creek at Sunset Dr,,TX,Galveston County,Cowart Creek,,,,,No,5804,,9/2/2017 5:00:00 PM,1,1,27.32,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.54681,-95.19518,NAVD88,Kristine Blickenstaff,21537,TXHAR21537,Clear Creek at Frankie Carter Randolph Park,,TX,Harris County,Clear Creek,,,,,No,5805,,9/2/2017 5:00:00 PM,1,1,29.36,1,,0,,1.25,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.53618,-95.20348,NAVD88,Kristine Blickenstaff,21538,TXGAL21538,Marys Creek at Edgewood Drive,,TX,Galveston County,Marys Creek,,,,,No,5806,,9/2/2017 5:00:00 PM,1,1,28.76,1,,0,,4.05,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
30.4178,-94.90063,NAVD88,Jeremy McDowell,22099,TXLIB22099,INTERSECTION OF FM223 AND FM787. BOTH HWM ARE NORTH OF INTERSECTION ON FM223. CHURCH LOCATED AT NW SIDE OF INTERSECTION.,,TX,Liberty County,Trinity River,,,,,No,5807,,8/29/2017 5:00:00 PM,1,1,73.78,1,,0,,2.63,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.59138,-95.19947,NAVD88,Kristine Blickenstaff,21540,TXHAR21540,Turkey Creek near Burnett Elementary School,,TX,Harris County,Turkey Creek,,,,,No,5808,,9/2/2017 5:00:00 PM,1,1,31.89,1,,0,,2.4,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
30.38436,-94.76456,NAVD88,Jeremy McDowell,22100,TXLIB22100,FM146 BRIDGE THAT CROSSES BEEF HEAD CREEK.,,TX,Liberty County,Trinity River,,,,,No,5809,,8/29/2017 5:00:00 PM,1,1,62.44,1,,0,,0,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.59253,-95.2511,NAVD88,Kristine Blickenstaff,21541,TXHAR21541,Clear Creek at J Frank Dobie High School,,TX,Harris County,Clear Creek,,,,,No,5810,,9/2/2017 5:00:00 PM,1,1,43.23,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.55616,-95.25185,NAVD88,Kristine Blickenstaff,21542,TXHAR21542,"Clear Creek at Country Club Drive, at Harris Co Flood Control gage",,TX,Harris County,Clear Creek,,,,,No,5811,,9/2/2017 5:00:00 PM,1,1,39.58,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
30.29077,-94.80543,NAVD88,Jeremy McDowell,22101,TXLIB22101,TELEPHONE POLES FOUND ALONG LAKEVIEW DR. AND FERGUSON RD./CYPRESS LAKE DR.,,TX,Liberty County,Trinity River,,,,,No,5812,,8/29/2017 5:00:00 PM,1,1,52.42,1,,0,,8.71,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.553,-95.28102,NAVD88,Kristine Blickenstaff,21546,TXBRA21546,Marys Creek at Hwy 35,,TX,Brazoria County,Marys Creek,,,,,No,5814,,9/2/2017 5:00:00 PM,1,1,46,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
30.28968,-94.81793,NAVD88,Jeremy McDowell,22102,TXLIB22102,TREE LINE ALONG NORTH SIDE OF CYPRESS LAKES CIRCLE.,,TX,Liberty County,Trinity River,,,,,No,5815,,8/29/2017 5:00:00 PM,1,1,51.7,1,,0,,6.7,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.59455,-95.37107,NAVD88,Kristine Blickenstaff,21548,TXHAR21548,Clear Creek at Tom Bass Regional Park,,TX,Harris County,Clear Creek,,,,,No,5816,,9/2/2017 5:00:00 PM,1,1,54.08,0,,0,,0,,UTC,,,,,Single HWM used for peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.57716,-95.39278,NAVD88,Kristine Blickenstaff,21549,TXBRA21549,Pearland Medical Center,,TX,Brazoria County,Clear Creek,,,,,No,5817,,9/2/2017 5:00:00 PM,1,1,57.12,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.57905,-95.43299,NAVD88,Kristine Blickenstaff,21551,TXFOR21551,Clear Creek at FM 521,,TX,Fort Bend County,Clear Creek,,,,,No,5818,,9/2/2017 5:00:00 PM,1,1,60.91,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
30.27791,-94.79971,NAVD88,Jeremy McDowell,22103,TXLIB22103,TRINITY RIVER BRIDGE ON FM105,,TX,Liberty County,Trinity River,,,,,No,5828,,8/29/2017 5:00:00 PM,1,1,50.82,0,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
30.27698,-94.79485,NAVD88,Jeremy McDowell,22104,TXLIB22104,NORTH SIDE OF FM105 AT END OF LEFT SIDE OF TRINITY RIVER BRIDGE. MARKS ARE ACCESSED VIA A DIRT ROAD THAT EXITS OFF THE NORTH SIDE OF FM105.,,TX,Liberty County,Trinity River,,,,,No,5829,,8/29/2017 5:00:00 PM,1,1,56.81,0,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
30.1132063,-94.770581,NAVD88,Jeremy McDowell,22105,TXLIB22105,BRIDGE ON FM1011 THAT RUNS OVER JOSIE BAYOU,,TX,Liberty County,Trinity River,,,,,No,5830,,8/29/2017 5:00:00 PM,1,1,34.33,1,,0,,0,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
30.12944,-94.87336,NAVD88,Jeremy McDowell,22106,TXLIB22106,BRIDGE OVER LONG JOHN CREEK ON FM1008,,TX,Liberty County,Trinity River,,,,,No,5831,,8/29/2017 1:00:00 PM,1,1,45.69,1,,0,,0.73,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
30.28203,-94.94485,NAVD88,Jeremy McDowell,22107,TXLIB22107,BRIDGE ALONG FM2285 THAT GOES OVER GAYLOR CREEK,,TX,Liberty County,Trinity River,,,,,No,5832,,8/29/2017 5:00:00 PM,1,1,120.34,1,,0,,3.33,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
30.17716,-94.86602,NAVD88,Jeremy McDowell,22108,TXLIB22108,"ALONG CR2326, NEAR CULVERT.",,TX,Liberty County,Trinity River,,,,,No,5833,,8/29/2017 5:00:00 PM,1,1,37.74,0,,0,,6.39,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
30.13511,-94.82249,NAVD88,Jeremy McDowell,22109,TXLIB22109,"OFF NUECES DR ALONG TRINITY RIVER, ON DIRT ROAD PAST THE BEND IN PAVED ROAD",,TX,Liberty County,Trinity River,,,,,No,5834,,8/29/2017 5:00:00 PM,1,1,37.29,0,,0,,3.07,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
30.12842,-94.86101,NAVD88,Jeremy McDowell,22110,TXLIB22110,"ALONG FM 2230, ABOUT .5 MILE FROM INTERSECTION OF 2230 AND 2231.",,TX,Liberty County,Trinity River,,,,,No,5835,,8/29/2017 5:00:00 PM,1,1,37.87,1,,0,,4.74,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
30.125,-94.85508,NAVD88,Jeremy McDowell,22111,TXLIB22111,"ALONG CR2231, NEAR INTERSECTION OF 2231 AND 2230.",,TX,Liberty County,Trinity River,,,,,No,5836,,8/29/2017 5:00:00 PM,1,1,37.08,1,,0,,1.68,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.851138,-94.627485,NAVD88,Kristine Blickenstaff,22086,TXCHA22086,White's Bayou at HWY 61,,TX,Chambers County,White's Bayou,,,,,No,5876,,9/2/2017 5:00:00 PM,1,1,30.9,1,,0,,4.8,,UTC,,,,,Average of 2 HWMs used for peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.839739,-94.65327,NAVD88,Kristine Blickenstaff,22112,TXCHA22112,Whites Bayou at Interstate 10 near Lake Anahuac,,TX,Chambers County,Whites Bayou,,,,,No,5877,,9/2/2017 5:00:00 PM,1,1,16.36,1,,0,,7.5,1,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.81703,-94.646091,NAVD88,Kristine Blickenstaff,22115,TXCHA22115,Whites Bayou at HWY 61,,TX,Chambers County,Whites Bayou,,,,,No,5879,,9/16/2017 5:00:00 PM,1,1,22.61,1,,0,,4.2,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.80199,-94.658437,NAVD88,Kristine Blickenstaff,22122,TXCHA22122,Lake Anahuac near FM 563,,TX,Chambers County,Lake Anahuac,,,,,No,5880,,9/2/2017 5:00:00 PM,1,1,8.36,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
30.093633,-94.648516,NAVD88,Kristine Blickenstaff,22042,TXLIB22042,Long Island Creek at HWY 770,,TX,Liberty County,Long Island Creek,,,,,No,5881,,9/2/2017 5:00:00 PM,1,1,65.31,1,,0,,0.3,1,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
30.08774,-94.651543,NAVD88,Kristine Blickenstaff,22047,TXLIB22047,White's Bayou at 770,,TX,Liberty County,White's Bayou,,,,,No,5882,,9/2/2017 5:00:00 PM,1,1,65.63,1,,0,,3.4,1,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
30.036703,-94.671923,NAVD88,Kristine Blickenstaff,22049,TXLIB22049,Cow Island Bayou at HWY 770,,TX,Liberty County,Cow Island Bayou,,,,,No,5883,,9/2/2017 5:00:00 PM,1,1,59.78,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.975633,-94.649045,NAVD88,Kristine Blickenstaff,22064,TXLIB22064,West Branch Devers Canal at CR 1170,,TX,Liberty County,West Branch Devers Canal,,,,,No,5884,,9/2/2017 5:00:00 PM,1,1,50.13,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.919754,-94.666657,NAVD88,Kristine Blickenstaff,22075,TXLIB22075,Turtle Bayou at Count Road 126,,TX,Liberty County,Turtle  Bayou,,,,,No,5886,,9/2/2017 5:00:00 PM,1,1,33.97,1,,0,,3.6,1,UTC,,,,,Average of 2 HWMs used to estimate peak..,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.918794,-94.691962,NAVD88,Kristine Blickenstaff,22093,TXLIB22093,Canal at County Road 126.,,TX,Liberty County,Canal,,,,,No,5887,,9/2/2017 5:00:00 PM,1,1,37.9,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.836905,-94.608614,NAVD88,Kristine Blickenstaff,22090,TXCHA22090,I10 Rest Area (South side of I10),,TX,Chambers County,Whites Bayou,,,,,No,5889,,9/2/2017 5:00:00 PM,1,1,28.41,0,,0,,1.1,,UTC,,,,,Single HWM used for peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.828702,-94.670315,NAVD88,Kristine Blickenstaff,22113,TXCHA22113,Turtle Bayou at HWY4 563,,TX,Chambers County,Turtle Bayou,,,,,No,5890,,9/2/2017 5:00:00 PM,1,1,9.36,0,,0,,0,,UTC,,,,,Single HWM used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
30.027828,-94.593868,NAVD88,Kristine Blickenstaff,22056,TXLIB22056,White's Bayou at Highway 90,,TX,Liberty County,White's Bayou,,,,,No,5891,,9/2/2017 5:00:00 PM,1,1,57.29,0,,0,,3.2,,UTC,,,,,Single HWM used for peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.966629,-94.59624,NAVD88,Kristine Blickenstaff,22073,TXLIB22073,West Branch Devers Canal at HWY 61,,TX,Liberty County,West Branch Devers Canal,,,,,No,5892,,9/2/2017 5:00:00 PM,1,1,48.7,1,,0,,3.7,1,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.943727,-94.595283,NAVD88,Kristine Blickenstaff,22074,TXLIB22074,Whites Bayou at HWY 1410,,TX,Liberty County,Whites Bayou,,,,,No,5893,,9/2/2017 5:00:00 PM,1,1,44.62,1,,0,,6.2,1,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.71587,-95.27151,NAVD88,Kristine Blickenstaff,22187,TXHAR22187,Peiser Park: Lawndale St. and San Saba St.,,TX,Harris County,Buffalo Bayou,,,,,No,5899,,9/2/2017 5:00:00 PM,1,1,29.73,1,,0,,0.74,1,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.70519,-95.26383,NAVD88,Kristine Blickenstaff,22188,TXHAR22188,Charles H Milby Park: Central St. Pull in parking lot of park.,,TX,Harris County,Sims Bayou,,,,,No,5900,,9/2/2017 5:00:00 PM,1,1,18.31,1,,0,,2.21,1,UTC,,,,,Average of 3 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.69501,-95.25108,NAVD88,Kristine Blickenstaff,22190,TXHAR22190,1306 Gober St.,,TX,Harris County,Sims Bayou,,,,,No,5901,,9/2/2017 5:00:00 PM,1,1,27.02,1,,0,,2.14,1,UTC,,,,,Average of 3 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.69286,-95.25797,NAVD88,Kristine Blickenstaff,22191,TXHAR22191,Cul-de-sac of Rockleigh Pl,,TX,Harris County,Buffalo Bayou,,,,,No,5903,,9/2/2017 5:00:00 PM,1,1,21.57,1,,0,,2.62,1,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.68236,-95.25202,NAVD88,Kristine Blickenstaff,22192,TXHAR22192,Intersection of Allendale Rd and Galveston Rd.,,TX,Harris County,Sims Bayou,,,,,No,5907,,9/2/2017 5:00:00 PM,1,1,25.67,1,,0,,4.3,1,UTC,,,,,Average of 3 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.68003,-95.27781,NAVD88,Kristine Blickenstaff,22194,TXHAR22194,Broadway St. Bridge that crosses over the Sim Bayou channel.,,TX,Harris County,Sims Bayou,,,,,No,5909,,9/2/2017 5:00:00 PM,1,1,23.7,0,,0,,5.7,,UTC,,,,,Single HWM used for peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.67394,-95.33836,NAVD88,Kristine Blickenstaff,22196,TXHAR22196,At bridge over canal on Van Fleet St. b/w Fire Station 35 and Trinity Missionary Baptist Church,,TX,Harris County,Sims Bayou,,,,,No,5911,,9/2/2017 5:00:00 PM,1,1,38.03,1,,0,,0,,UTC,,,,,Average of 2 HWM used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.63846,-95.33062,NAVD88,Kristine Blickenstaff,22450,TXHAR22450,Selinsky Rd between N 8th St and Martindale Rd,,TX,Harris County,Buffalo Bayou,,,,,No,5916,,9/2/2017 5:00:00 PM,1,1,36.55,1,,0,,0,,UTC,,,,,Average of 3 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.75654,-94.97104,NAVD88,Kristine Blickenstaff,22179,TXHAR22179,League of Women's Voters Park: Columbus St. and Riverbend St.,,TX,Harris County,Canal leading into East Fork Goose Creek,,,,,No,5925,,9/2/2017 5:00:00 PM,1,1,17.36,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.75514,-94.97664,NAVD88,Kristine Blickenstaff,22180,TXHAR22180,Car Wash at Norwood St. and Garth Rd.,,TX,Harris County,East Fork Goose Creek,,,,,No,5926,,9/2/2017 5:00:00 PM,1,1,17.44,1,,0,,4.27,1,UTC,,,,,Average of 3 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.72656,-94.99634,NAVD88,Kristine Blickenstaff,22181,TXHAR22181,Baytown Parks and Rec Department building/NC Foot Park: Civic Dr and W. Main St.,,TX,Harris County,Unnamed Creek,,,,,No,5928,,9/2/2017 5:00:00 PM,1,1,9.74,1,,0,,1.28,1,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.73392,-94.98024,NAVD88,Kristine Blickenstaff,22182,TXHAR22182,North West side of Bicentennial Park along Market St. across from a business called Pressure Systems,,TX,Harris County,Unnamed creek flowing into Goose Creek,,,,,No,5931,,9/2/2017 5:00:00 PM,1,1,8.94,1,,0,,5.07,1,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.71122,-94.99328,NAVD88,Kristine Blickenstaff,22183,TXHAR22183,"Bayland Park, public boat launch, HWY 146 and Wyoming",,TX,Harris County,Tabbs Bay,,,,,No,5936,,9/2/2017 5:00:00 PM,1,1,5.68,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.70476,-95.03863,NAVD88,Kristine Blickenstaff,22184,TXHAR22184,Kurary/Dupont Visitor parking lot at the end of Strang Rd.  East of Sens Road,,TX,Harris County,Upper San Jacinto Bay,,,,,No,5940,,9/2/2017 5:00:00 PM,1,1,7.18,1,,0,,0,1,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.9379,-95.08197,NAVD88,Kristine Blickenstaff,22483,TXHAR22483,"N. Diamondhead Blvd and Port O Call St. Walking trail located on N. Diamondhead Blvd. north of intersection. On first footbridge after entering the trail, ~.1 miles from road",,TX,Harris County,Lake Houston,,,,,No,5942,,9/2/2017 5:00:00 PM,1,1,49.58,1,,0,,4.55,1,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.91171,-95.08942,NAVD88,Kristine Blickenstaff,22238,TXHAR22238,S. Diamondhead Blvd and Golf Club Dr.,,TX,Harris County,Lake Houston,,,,,No,5943,,9/17/2017 5:00:00 PM,1,1,34.33,1,,0,,4.31,1,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.88028,-95.07005,NAVD88,Kristine Blickenstaff,22239,TXHAR22239,Gulf Pump Rd. and FM2100,,TX,Harris County,Lake Houston,,,,,No,5949,,9/2/2017 5:00:00 PM,1,1,30.2,1,,0,,5.05,1,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.91226,-95.14293,NAVD88,Kristine Blickenstaff,22240,TXHAR22240,Walton Rd and Aqueduct Rd,,TX,Harris County,Lake Houston,,,,,No,5950,,9/2/2017 5:00:00 PM,1,1,41.83,1,,0,,1.94,1,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.88298,-95.12917,NAVD88,Kristine Blickenstaff,22241,TXHAR22241,Sheldon Rd and Garrett Rd,,TX,Harris County,Lake Houston,,,,,No,5952,,9/2/2017 5:00:00 PM,1,1,38.2,1,,0,,0,1,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.84546,-95.07603,NAVD88,Kristine Blickenstaff,22242,TXHAR22242,Grace Ln and Crosby Lynchburg Rd,,TX,Harris County,Lake Houston,,,,,No,5953,,9/2/2017 5:00:00 PM,1,1,22.86,1,,0,,5.93,1,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.81864,-95.0551,NAVD88,Kristine Blickenstaff,22243,TXHAR22243,E. Wallisville Rd and Main St.,,TX,Harris County,unknown,,,,,No,5954,,9/2/2017 5:00:00 PM,1,1,34.03,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
